SiND Event ID,Date,Country,Country ISO,Admin 1,Latitude,Longitude,Event Description,Reported Perpetrator,Reported Perpetrator Name,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Sector Affected,Launch Type,Type of SV,Survivor Or Victim Sex,Adult or Minor ,dataset
86033,2023-05-14T00:00:00.000Z,Ukraine,UKR,Zaporizhia Oblast,47.6,36.2,14 May 2023: The vicinity of a medical facility was damaged by Russian shelling.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
86034,2023-05-09T00:00:00.000Z,Ukraine,UKR,Cherkasy Oblast,49.4,31.9,09 May 2023: A medical facility was damaged by a Russian missile. Patients were evacuated to an undamaged section of the building.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86035,2023-05-09T00:00:00.000Z,Ukraine,UKR,Kherson Oblast,46.5,32.3,09 May 2023: A medical facility was destroyed by a Russian artillery attack.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
86039,2024-05-16,OPT,PSE,Gaza Strip,,,"16 May 2024: Ambulances belonging to an NGO-ran medical facility were hit with an Israeli drone in a camp, injuring two health workers while transporting the wounded.",Host Government: Military,Israeli Defence Forces,0.0,2.0,0.0,0.0,"['Health Care', 'Protection', 'Aid Operations']",['Air-Launched: Drone'],,,,"['weapons', 'aid_workers']"
86041,2024-11-23T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"November 2024: A second ambulance team sent to rescue the injured members of the first team was hit by the Israeli armed drone, killing two paramedics and injuring four from both teams.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86046,2024-10-14T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"14 October 2024: In a camp, an unspecified number of people were killed or injured when Israeli forces airstrikes struck a school sheltering displaced Palestinians.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education']",['Air-Launched: Plane'],,,,['weapons']
86049,2024-10-14T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"14 October 2024: In a camp, at least three Palestinians were killed, and an unspecified number of others injured in an Israeli airstrike that struck a school sheltering displaced Palestinians.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education']",['Air-Launched: Plane'],,,,['weapons']
86051,2024-11-05T00:00:00.000Z,Myanmar,MMR,Sagaing Region,24.4,96.1,November 2024: Two buildings of a medical facility were severely damaged by bombs dropped by Myanmar military fighter jets. The facility was not functioning at the time of the attack.,Other,Myanmar Armed Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86056,2023-11-12T00:00:00.000Z,OPT,PSE,Gaza Strip,,,12 November 2023: The vicinity of an NGO-ran medical facility in a camp was hit by Israeli shelling.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Protection', 'Aid Operations']",['Ground-Launched'],,,,['weapons']
86057,2024-10-15T00:00:00.000Z,OPT,PSE,Gaza Strip,,,15 October 2024: Two people were killed in a camp due to an Israeli drone strike.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Drone'],,,,['weapons']
86058,2023-11-09,OPT,PSE,Gaza Strip,,,09-10 November 2023: One Red Cross ambulances were destroyed and one health workers injured in Israeli airstrikes that bombed the vicinity of an NGO medical facility in a camp.,Host Government: Military,Israeli Defence Forces,0.0,1.0,0.0,0.0,"['Health Care', 'Protection', 'Aid Operations']",['Air-Launched: Plane'],,,,"['weapons', 'aid_workers']"
86059,2024-10-15T00:00:00.000Z,OPT,PSE,Gaza Strip,,,15 October 2024: An unspecified number of people were injured when a house in a camp was bombed by Israeli forces.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86060,2024-10-15T00:00:00.000Z,OPT,PSE,Gaza Strip,,,15 October 2024: A residential building in a camp was hit by Israeli tank fire.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
86061,2024-10-16T00:00:00.000Z,OPT,PSE,Gaza Strip,,,16 October 2024: Houses and residential blocks in a camp were destroyed by Israeli forces using unspecified explosives.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Unspecified Launch Method'],,,,['weapons']
86062,2023-10-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,22 October 2023: An NGO-ran medical facility in a camp was damaged by Israeli bombing.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Protection', 'Aid Operations']",['Unspecified Launch Method'],,,,['weapons']
86066,2024-10-16T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"16 October 2024: In a camp, an unspecified number of people were injured and entire residential blocks were destroyed by explosives placed under water barrels by Israeli forces.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Protection', 'Food Security']",['Directly-emplaced'],,,,['weapons']
86067,2024-10-17T00:00:00.000Z,OPT,PSE,Gaza Strip,,,17 October 2024: A family home in a camp was struck by Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86081,2024-11-10T00:00:00.000Z,Myanmar,MMR,Rakhine,19.7,94.0,November 2024: A military health facility was damaged due to multiple airstrikes from Myanmar military fighter jets. The facility was occupied by the Arakan Army,Other,Myanmar Armed Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86086,2024-10-14T00:00:00.000Z,Syria,SYR,Idleb Governorate,35.9,36.6,"October 2024: At least three airstrikes hit the vicinity of a tent settlement, where a UN delegation, was overseeing a UN distribution activity.",No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,"['Protection', 'Aid Operations']",['Air-Launched: No Information on Platform Type'],,,,['weapons']
86087,2024-09-21T00:00:00.000Z,Sudan,SDN,Khartoum State,15.6,32.4,"September 2024: An educational facility sheltering displaced people was hit by RSF artillery bombing, killing two children.",Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education']",['Ground-Launched'],,,,['weapons']
86089,2024-11-04,Syria,SYR,Aleppo Governorate,36.3,37.4,November 2024: An aid worker was wounded by artillery shelling from an unidentified armed group.,NSA,Unidentified armed actor,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
86093,2024-10-17T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"17 October 2024: In a camp, an unspecified number of people were killed or injured in an Israeli airstrike that struck a residential building.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86094,2024-10-17T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"17 October 2024: In a camp, an unspecified number of people were killed or injured after Israeli forces struck the area with artillery shelling.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
86096,2024-10-19T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"19 October 2024: In a camp, five Palestinians were killed and an unspecified number of others injured when a house was hit by Israeli airstrikes.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86097,2024-10-18T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"18 October 2024: In a camp, an unspecified number of people were killed and injured in an Israeli airstrike.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86098,2024-10-18T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"18 October 2024: 30 Palestinians were killed, and 50 others were injured in a camp when a house was hit by Israeli airstrikes.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86099,2024-10-19T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"19 October 2024: In a camp, a school sheltering displaced Palestinians, was struck by Israeli airstrikes.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education']",['Air-Launched: Plane'],,,,['weapons']
86100,2024-09-26T00:00:00.000Z,Sudan,SDN,North Darfur State,13.6,25.3,September 2024: An educational facility sheltering displaced people was hit by RSF artillery.,Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education']",['Ground-Launched'],,,,['weapons']
86105,2024-10-29,DRC,COD,North Kivu,-0.9,29.2,October 2024: An INGO aid worker was injured by a stray bullet while on a humanitarian mission amid clashes between M23 and Wazalendo fighters.,NSA,"March 23 Movement, Wazalendo (DRC local militia)",0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
86107,2024-11-10,Somalia,SOM,Lower Shabelle,1.7,44.7," November 2024:, An NGO worker and two other people were killed when their private vehicle was hit by an Al Shabaab roadside IED. Al Shabaab claimed to kill two ATMIS UPDF soldiers and injure five others in the attack. 
",NSA,Al-Shabaab,1.0,0.0,0.0,0.0,['Aid Operations'],['Directly-Emplaced'],,,,"['weapons', 'aid_workers']"
86110,2024-10-20T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"20 October 2024: In a camp, two Palestinian children were killed and an unspecified number of others were injured, when Israeli artillery shelled a UN agency school which was sheltering displaced persons. ",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education', 'Aid Operations']",['Ground-Launched'],,,,['weapons']
86111,2024-10-20T00:00:00.000Z,OPT,PSE,Gaza Strip,,,20 October 2024: Three people were killed and an unspecified number of others were injured in a camp when an Israeli airstrike hit a home.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86115,2023-11-11T00:00:00.000Z,OPT,PSE,Gaza Strip,,,11-12 November 2023: A specialised department of a medical facility was destroyed by Israeli artillery.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
86117,2023-11-15T00:00:00.000Z,OPT,PSE,Gaza Strip,,,15 November 2023: A specialised unit of a medical facility was damaged by Israeli artillery.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
86127,2024-03-26T00:00:00.000Z,OPT,PSE,Gaza Strip,,,26 March 2024: The vicinity of a medical facility was hit by Israeli shelling.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
86129,2024-03-26T00:00:00.000Z,OPT,PSE,Gaza Strip,,,26 March 2024: The vicinity of a medical facility was shelled by Israeli helicopters.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86130,2024-03-26T00:00:00.000Z,OPT,PSE,Gaza Strip,,,26 March 2024: The vicinity of a medical facility was struck by Israeli forces.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86133,2024-10-26T00:00:00.000Z,Ethiopia,ETH,Amhara Region,11.5,38.5,"October 2024: A medical facility was hit in an ENDF drone strike, damaging the maternity department and killing seven patients and injuring three health workers.",Other,Ethiopian National Defense Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86135,2024-03-27T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"27 March 2024: A medical facility caught fire following Israeli airstrikes with missiles.
",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86136,2024-03-29T00:00:00.000Z,OPT,PSE,Gaza Strip,,,29 March 2024: The vicinity of a medical facility was struck by Israeli artillery.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
86137,2024-10-19T00:00:00.000Z,Ukraine,UKR,Sumy Oblast,51.8,33.4,"19 October 2024: A State Emergency Service of Ukraine fire-and-rescue unit was attacked by a Russian warplane. Five rescuers were wounded and hospitalized. The building of the station was partially destroyed, with at least six rescue vehicles affected.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86138,2024-10-21T00:00:00.000Z,OPT,PSE,Gaza Strip,,,21 October 2024: At least seven people were killed in a camp due to an Israeli airstrike.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86139,2024-10-21T00:00:00.000Z,OPT,PSE,Gaza Strip,,,21 October 2024: An unspecified number of Palestinians were killed and injured in a camp by Israeli artillery shelling whilst following Israeli evacuation orders.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
86140,2024-10-21T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"21 October 2024: In a camp, at least ten Palestinians were killed and 30 others injured in artillery shelling by Israeli forces after they surrounded a UN agency school and fired at displaced people sheltering inside.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Protection', 'Education', 'Aid Operations']",['Ground-Launched'],,,,['weapons']
86141,2024-10-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"22 October 2024: In a camp, seven Palestinians were killed and an unspecified number of others injured in an Israeli airstrike on a residential building.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86142,2024-10-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,22 October 2024: Eight Palestinians were killed and an unspecified number of others injured in a camp by Israeli artillery.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
86143,2024-10-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,22 October 2024: An unspecified number of people were killed in a camp when a house was hit by Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86146,2024-11-13,Sudan,SDN,No Information,14.5,29.4,"November 2024: An aid worker was beaten by RSF members, who stopped him outside and allegedly found messages on his phone being critical of the group. He was arrested and held for 20 days without his family being aware of his detention or location and was released following a social media campaign. ",NSA,Rapid Support Forces,0.0,1.0,0.0,1.0,[],[],,,,['aid_workers']
86147,2024-07-11T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"11 July 2024: The vicinity of a medical facility was hit by Israeli airstrikes.
",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86150,2024-10-23T00:00:00.000Z,OPT,PSE,Gaza Strip,,,23 October 2024: A house in a camp was hit by an Israeli airstrike.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86152,2024-10-23T00:00:00.000Z,OPT,PSE,Gaza Strip,,,23 October 2024: Intense artillery shelling in a camp was fired at residential buildings and in multiple areas across the camp.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
86161,2024-11-13,Sudan,SDN,No Information,14.5,29.4,November 2024: An aid worker was beaten by an RSF member for taking a photo of a communal kitchen. Another RSF member falsely accused him of owing a $300 debt. ,NSA,Rapid Support Forces,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
86164,2024-11-22,Sudan,SDN,Khartoum State,15.7,32.5,November 2024: An aid worker was arrested by a security officer.,Police,Sudan Police Force,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
86165,2024-11-23,Sudan,SDN,North Darfur State,14.1,25.5,November 2024: An INGO national staff member was killed by shelling of an unidentified origin. ,No Information,Unidentified armed actor,1.0,0.0,0.0,0.0,['Aid Operations'],['Ground-Launched'],,,,"['weapons', 'aid_workers']"
86168,2024-10-12T00:00:00.000Z,OPT,PSE,Gaza Strip,,,12 October 2024: The road behind a Red Cross medical facility was bombed by Israeli forces.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Unspecified Launch Method'],,,,['weapons']
86169,2024-11-05T00:00:00.000Z,Ethiopia,ETH,Amhara Region,11.5,36.7,November 2024: A medical facility was hit by an ENDF drone strike. A patient and health workers were killed in the attack.,Other,Ethiopian National Defense Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86172,2024-11-13T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.7,37.6,13 November 2024: A health worker was injured when his ambulance was hit by Russian shelling. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
86173,2023-10-16T00:00:00.000Z,OPT,PSE,Gaza Strip,,,16 October 2023: The vicinity of a Red Cross medical facility was hit by Israeli strikes.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Unspecified Launch Method'],,,,['weapons']
86175,2024-10-22T00:00:00.000Z,Sudan,SDN,Khartoum State,15.4,32.5,"October 2024: A medical facility was bombed by the RSF using an armed drone, killing and injuring an unspecified number of people.",Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86185,2023-10-30T00:00:00.000Z,OPT,PSE,Gaza Strip,,,"29-30 October 2023: A Red Cross medical facility was hit and damaged by Israeli airstrikes, rendering it out of service.",Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Air-Launched: Plane'],,,,['weapons']
86187,2023-10-31T00:00:00.000Z,OPT,PSE,Gaza Strip,,,31 October 2023: The vicinity of a medical facility was hit by Israeli airstrikes,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86188,2023-11-03T00:00:00.000Z,OPT,PSE,Gaza Strip,,,03 November 2023: A Red Cross medical facility was hit and damaged by Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Air-Launched: Plane'],,,,['weapons']
86189,2023-11-03T00:00:00.000Z,OPT,PSE,Gaza Strip,,,03 November 2023: The entrance of a Red Cross medical facility was damaged during Israeli airstrikes. ,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Air-Launched: Plane'],,,,['weapons']
86204,2023-11-05T00:00:00.000Z,Lebanon,LBN,South Governorate,,,November 2023: A paramedic was killed when a medical team was attacked by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86205,2023-11-05T00:00:00.000Z,Lebanon,LBN,South Governorate,,,November 2023: A paramedic was killed when a medical team was attacked by Israeli forces. ,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86206,2023-11-05T00:00:00.000Z,Lebanon,LBN,South Governorate,,,November 2023: A paramedic was killed when a medical team was attacked by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86207,2023-11-15T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,November 2023: A paramedic was injured when a medical team was attacked by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86208,2023-12-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,December 2023: An ambulance was damaged when a medical team was attacked by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86209,2023-12-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,December 2023: A paramedic was injured when a medical team was attacked by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86210,2024-11-14,OPT,PSE,Gaza Strip,,,"14 November 2024: An aid convoy driver was shot in the head and hospitalized, alongside another truck driver. ",Host Government: Military,Israeli Defence Forces,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
86211,2023-12-11T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"December 2023: Two ambulances were attacked and damaged by Israeli forces, killing five paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86214,2024-01-21T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,January 2024: An ambulance and a rescue vehicle were attacked and damaged by Israeli forces. ,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86215,2024-11-17,OPT,PSE,Gaza Strip,,,17 November 2024: Six volunteers were killed in an Israeli airstrike while on a mission facilitating the entry of humanitarian aid into the city. ,Host Government: Military,Israeli Defence Forces,6.0,0.0,0.0,0.0,['Aid Operations'],['Air-Launched: No Information on Platform Type'],,,,"['weapons', 'aid_workers']"
86216,2024-01-31T00:00:00.000Z,Lebanon,LBN,South Governorate,,,January 2024: Two paramedics were injured when a medical team was attacked by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86217,2024-02-05T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,February 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86218,2024-02-05T00:00:00.000Z,Lebanon,LBN,South Governorate,,,February 2024: An ambulance and a rescue vehicle were attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86219,2024-02-06T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,February 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86220,2024-02-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,February 2024: Two ambulances were attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86221,2024-02-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,, February 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86223,2024-02-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,, February 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86224,2024-02-23T00:00:00.000Z,Lebanon,LBN,South Governorate,,,February 2024: Three paramedics were injured when a fire truck was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86225,2024-02-27T00:00:00.000Z,Lebanon,LBN,South Governorate,,,February 2024: Two ambulances were attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86227,2024-03-04T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,March 2024: An ambulance belonging to the Islamic Health Authority was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86228,2024-03-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,March 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86236,2024-03-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"March 2024: An ambulance was attacked and damaged by Israeli forces, killing one and injuring three paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86237,2024-03-27T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"March 2024: Two ambulances were attacked and damaged by Israeli forces, killing two paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86238,2024-03-27T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,March 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86239,2024-03-28T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"March 2024: A medical facility was attacked and damaged by Israeli forces, killing 14 and injuring 12 paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86240,2024-04-03T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,April 2024: One paramedic was injured in an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86241,2024-04-07T00:00:00.000Z,Lebanon,LBN,Mount Lebanon Governorate,,,"April 2024: A rescue vehicle was attacked and damaged by Israeli forces, killing one paramedic. ",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Unspecified Launch Method'],,,,['weapons']
86242,2024-04-09T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,April 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86243,2024-04-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,April 2024: One paramedic was killed in an attack by Israeli forces. ,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86244,2024-04-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"April 2024: An ambulance was attacked and damaged by Israeli forces, killing one and injuring four paramedics. ",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86246,2024-04-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,April 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
